ip_address,username,failed_attempts,successful_attempts,time_window,label
192.168.40.144,test,1,1,10,0
192.168.15.87,user,2,1,10,0
192.168.90.61,admin,0,1,30,0
192.168.120.42,admin,3,0,10,0
192.168.209.159,test,154,0,10,1
192.168.188.100,admin,1,0,10,0
192.168.172.1,user,0,0,5,0
192.168.88.133,user,1,1,5,0
192.168.115.25,test,2,0,30,0
192.168.99.33,admin,3,0,1,0
192.168.166.215,admin,1,1,1,0
192.168.143.201,test,2,1,1,0
192.168.127.86,user,1,0,30,0
192.168.226.200,user,23,0,5,1
192.168.208.154,user,1,0,30,0
192.168.119.18,guest,3,1,30,0
192.168.128.30,admin,3,0,10,0
192.168.165.10,test,2,0,1,0
192.168.184.196,test,3,0,5,0
192.168.25.248,guest,2,1,1,0
192.168.248.39,guest,1,1,5,0
192.168.181.211,admin,1,0,1,0
192.168.68.171,guest,56,0,1,1
192.168.21.202,user,44,0,10,1
192.168.168.34,guest,43,0,30,1
192.168.82.251,test,65,0,10,1
192.168.160.95,user,0,1,30,0
192.168.227.48,test,1,0,5,0
192.168.153.77,user,0,0,10,0
192.168.17.2,user,1,1,10,0
192.168.255.167,admin,0,1,5,0
192.168.214.156,test,195,0,5,1
192.168.170.90,admin,2,0,30,0
192.168.211.56,test,85,0,5,1
192.168.87.175,guest,187,0,1,1
192.168.243.84,admin,2,1,10,0
192.168.116.220,admin,0,1,10,0
192.168.61.242,user,3,0,1,0
192.168.64.235,test,0,0,30,0
192.168.83.245,test,1,0,5,0
192.168.127.203,test,0,1,5,0
192.168.238.120,admin,0,0,5,0
192.168.167.251,test,3,1,30,0
192.168.8.109,admin,76,0,30,1
192.168.130.74,admin,96,0,30,1
192.168.229.234,admin,3,1,5,0
192.168.71.149,admin,195,0,10,1
192.168.241.109,guest,2,0,5,0
192.168.40.66,test,1,1,10,0
192.168.70.228,user,1,0,30,0
192.168.252.196,admin,1,1,5,0
192.168.37.220,guest,1,1,30,0
192.168.113.186,test,0,1,1,0
192.168.58.66,user,0,0,10,0
192.168.73.24,test,2,1,10,0
192.168.35.107,user,2,1,1,0
192.168.222.165,user,1,0,30,0
192.168.127.45,test,191,0,1,1
192.168.225.18,user,0,0,5,0
192.168.13.172,admin,108,0,30,1
192.168.227.213,test,151,0,5,1
192.168.12.216,test,2,0,5,0
192.168.123.243,user,30,0,30,1
192.168.196.130,user,159,0,30,1
192.168.80.68,user,1,1,30,0
192.168.216.98,test,0,0,1,0
192.168.66.85,test,3,0,5,0
192.168.20.105,test,0,0,30,0
192.168.104.61,admin,0,1,10,0
192.168.93.112,guest,1,0,5,0
192.168.82.162,guest,3,0,30,0
192.168.151.45,test,105,0,1,1
192.168.251.31,admin,127,0,10,1
192.168.244.32,test,1,1,1,0
192.168.83.254,guest,1,1,10,0
192.168.68.70,user,2,0,10,0
192.168.162.11,test,0,0,30,0
192.168.251.222,guest,0,0,5,0
192.168.22.18,test,49,0,30,1
192.168.32.196,user,3,1,5,0
192.168.170.174,test,3,1,10,0
192.168.236.87,user,127,0,1,1
192.168.102.173,guest,106,0,30,1
192.168.151.249,test,2,0,10,0
192.168.142.192,user,0,0,1,0
192.168.176.174,test,1,0,10,0
192.168.129.143,admin,1,0,5,0
192.168.36.46,admin,0,0,30,0
192.168.59.68,test,133,0,10,1
192.168.157.165,test,197,0,1,1
192.168.229.188,user,54,0,5,1
192.168.52.11,user,0,1,1,0
192.168.99.184,admin,182,0,10,1
192.168.178.25,admin,142,0,5,1
192.168.27.216,guest,80,0,1,1
192.168.60.207,guest,1,0,1,0
192.168.90.127,test,0,1,1,0
192.168.75.38,guest,2,1,1,0
192.168.56.111,admin,162,0,30,1
192.168.242.54,test,200,0,30,1
192.168.20.32,guest,3,1,30,0
192.168.73.107,test,0,1,1,0
192.168.196.44,admin,0,0,1,0
192.168.222.47,admin,2,0,10,0
192.168.193.153,user,3,1,10,0
192.168.135.121,admin,1,0,1,0
192.168.19.206,admin,195,0,10,1
192.168.30.107,user,0,1,5,0
192.168.179.71,admin,3,1,5,0
192.168.54.158,guest,1,1,5,0
192.168.112.211,guest,3,0,1,0
192.168.197.49,user,2,1,1,0
192.168.148.22,admin,157,0,5,1
192.168.76.95,guest,114,0,1,1
192.168.57.196,test,3,1,30,0
192.168.254.151,admin,1,0,10,0
192.168.169.52,test,0,1,1,0
192.168.35.83,guest,46,0,10,1
192.168.184.229,guest,0,1,10,0
192.168.86.81,user,3,0,30,0
192.168.108.97,test,184,0,30,1
192.168.104.3,admin,2,0,5,0
192.168.192.75,test,2,0,30,0
192.168.127.181,guest,1,1,10,0
192.168.104.15,user,3,0,1,0
192.168.236.57,guest,2,0,30,0
192.168.11.72,admin,1,1,1,0
192.168.147.171,guest,151,0,5,1
192.168.15.164,admin,3,0,10,0
192.168.122.121,user,1,1,30,0
192.168.93.232,admin,3,0,30,0
192.168.242.159,user,1,0,30,0
192.168.223.181,guest,2,1,1,0
192.168.180.103,admin,3,0,1,0
192.168.211.62,test,3,1,30,0
192.168.63.5,test,0,0,30,0
192.168.94.227,test,2,1,30,0
192.168.135.80,admin,167,0,1,1
192.168.236.199,test,145,0,1,1
192.168.134.98,test,1,1,30,0
192.168.109.80,admin,2,1,30,0
192.168.113.97,test,31,0,5,1
192.168.111.159,test,114,0,5,1
192.168.82.105,guest,49,0,5,1
192.168.9.160,user,0,1,5,0
192.168.202.40,admin,3,1,10,0
192.168.152.92,guest,150,0,1,1
192.168.56.253,admin,2,1,5,0
192.168.196.252,guest,1,1,30,0
192.168.188.29,user,82,0,30,1
192.168.189.53,admin,1,1,1,0
192.168.81.44,guest,78,0,1,1
192.168.67.31,admin,3,1,5,0
192.168.114.9,guest,3,0,5,0
192.168.83.154,admin,106,0,1,1
192.168.137.106,test,3,1,5,0
192.168.29.39,admin,180,0,10,1
192.168.55.23,user,0,0,1,0
192.168.212.101,test,3,1,30,0
192.168.122.170,guest,3,0,1,0
192.168.178.54,user,3,1,10,0
192.168.59.198,test,2,1,1,0
192.168.38.6,guest,0,1,30,0
192.168.240.67,admin,3,1,10,0
192.168.19.9,guest,2,0,5,0
192.168.244.150,test,0,1,30,0
192.168.73.185,guest,111,0,30,1
192.168.10.187,admin,118,0,1,1
192.168.27.186,admin,3,1,5,0
192.168.92.91,user,2,0,1,0
192.168.191.154,user,2,1,1,0
192.168.119.40,test,0,0,10,0
192.168.231.151,admin,3,0,10,0
192.168.71.24,admin,1,1,10,0
192.168.129.251,user,2,1,5,0
192.168.201.139,test,127,0,5,1
192.168.209.26,guest,1,0,10,0
192.168.108.90,user,57,0,10,1
192.168.71.142,user,2,1,1,0
192.168.187.189,test,0,1,5,0
192.168.16.24,user,0,0,5,0
192.168.18.145,test,2,0,5,0
192.168.11.253,user,2,0,10,0
192.168.77.210,guest,147,0,30,1
192.168.211.102,test,0,0,30,0
192.168.153.206,admin,2,0,1,0
192.168.26.214,user,3,1,30,0
192.168.7.224,admin,0,0,30,0
192.168.216.145,guest,3,0,30,0
192.168.248.27,user,0,0,10,0
192.168.127.82,guest,28,0,30,1
192.168.191.205,admin,0,1,30,0
192.168.50.151,test,1,0,10,0
192.168.96.225,guest,0,1,5,0
192.168.140.101,user,1,0,30,0
192.168.182.220,guest,0,1,1,0
192.168.132.244,admin,0,1,5,0
192.168.255.74,guest,0,1,10,0
192.168.74.135,user,148,0,1,1
192.168.75.106,guest,175,0,1,1
192.168.194.143,guest,3,1,10,0
192.168.100.131,test,3,0,10,0
192.168.78.73,user,130,0,1,1
192.168.121.141,guest,3,0,30,0
192.168.224.110,admin,2,0,5,0
192.168.54.180,guest,1,0,10,0
192.168.234.209,user,2,1,10,0
192.168.196.253,admin,55,0,5,1
192.168.210.190,test,3,1,1,0
192.168.151.29,user,2,0,30,0
192.168.156.192,admin,3,1,1,0
192.168.170.191,admin,1,0,10,0
192.168.182.33,test,0,0,30,0
192.168.26.244,user,70,0,10,1
192.168.208.105,admin,0,0,30,0
192.168.98.201,user,1,1,5,0
192.168.14.236,test,21,0,5,1
192.168.103.155,guest,143,0,10,1
192.168.135.155,guest,89,0,1,1
192.168.50.146,user,3,0,1,0
192.168.34.76,user,3,1,10,0
192.168.245.254,admin,2,1,5,0
192.168.7.130,test,0,1,10,0
192.168.225.98,user,90,0,1,1
192.168.71.116,user,125,0,10,1
192.168.12.17,user,0,0,30,0
192.168.96.253,guest,119,0,10,1
192.168.236.129,admin,2,0,1,0
192.168.78.251,user,109,0,1,1
192.168.38.11,test,48,0,10,1
192.168.72.45,test,2,0,1,0
192.168.81.216,admin,23,0,5,1
192.168.238.214,guest,1,0,30,0
192.168.51.198,admin,1,1,10,0
192.168.64.4,user,38,0,30,1
192.168.143.35,admin,79,0,30,1
192.168.192.123,user,3,0,1,0
192.168.146.5,guest,3,0,30,0
192.168.112.179,test,2,1,1,0
192.168.252.17,guest,0,1,1,0
192.168.5.20,user,0,1,5,0
192.168.206.85,user,32,0,10,1
192.168.159.92,user,1,0,5,0
192.168.105.163,test,187,0,30,1
192.168.91.142,user,2,0,1,0
192.168.79.73,guest,1,0,10,0
192.168.74.1,guest,0,1,5,0
192.168.229.65,test,1,0,1,0
192.168.30.18,admin,3,0,30,0
192.168.211.22,test,40,0,5,1
192.168.131.193,user,0,0,1,0
192.168.250.65,admin,3,0,10,0
192.168.136.187,test,0,1,30,0
192.168.221.30,user,150,0,5,1
192.168.137.19,user,2,1,5,0
192.168.57.99,user,2,0,1,0
192.168.38.153,guest,3,0,30,0
192.168.170.216,admin,1,0,1,0
192.168.175.7,guest,0,0,30,0
192.168.47.125,admin,1,0,10,0
192.168.83.98,guest,147,0,5,1
192.168.178.7,guest,3,0,5,0
192.168.115.207,admin,97,0,30,1
192.168.93.107,test,0,0,30,0
192.168.54.2,test,62,0,10,1
192.168.194.179,admin,0,1,1,0
192.168.234.98,user,3,1,1,0
192.168.3.38,test,3,1,1,0
192.168.18.52,admin,151,0,30,1
192.168.188.50,guest,0,0,1,0
192.168.164.74,user,2,0,5,0
192.168.21.233,guest,1,0,10,0
192.168.254.67,user,2,0,1,0
192.168.3.192,test,3,0,10,0
192.168.217.126,guest,129,0,5,1
192.168.231.127,admin,173,0,1,1
192.168.98.57,admin,2,1,30,0
192.168.4.75,test,176,0,30,1
192.168.81.120,guest,35,0,30,1
192.168.229.228,admin,0,1,5,0
192.168.218.16,test,0,0,1,0
192.168.13.47,user,0,0,5,0
192.168.70.230,user,2,0,10,0
192.168.35.17,admin,2,0,1,0
192.168.30.94,guest,2,0,10,0
192.168.173.167,guest,2,0,5,0
192.168.204.206,guest,2,0,10,0
192.168.224.210,test,160,0,30,1
192.168.126.149,user,56,0,5,1
192.168.172.127,admin,1,1,30,0
192.168.197.129,admin,1,0,1,0
192.168.184.41,admin,56,0,5,1
192.168.231.200,test,47,0,1,1
192.168.118.200,user,3,1,5,0
192.168.90.189,test,0,0,5,0
192.168.132.231,admin,1,1,5,0
192.168.197.9,admin,165,0,10,1
192.168.204.228,user,0,1,30,0
192.168.45.83,test,2,1,10,0
192.168.2.88,user,3,0,1,0
192.168.181.197,test,0,0,10,0
192.168.30.225,test,0,0,10,0
192.168.114.159,guest,2,0,5,0
192.168.201.76,test,0,1,1,0
192.168.253.12,guest,1,0,30,0
192.168.108.226,guest,1,1,30,0
192.168.242.61,guest,175,0,1,1
192.168.222.30,guest,2,1,5,0
192.168.49.222,user,0,0,10,0
192.168.156.165,admin,2,0,5,0
192.168.67.198,admin,0,1,30,0
192.168.205.26,guest,139,0,1,1
192.168.27.187,guest,0,1,1,0
192.168.105.70,user,2,0,1,0
192.168.54.235,guest,3,1,5,0
192.168.55.185,admin,1,1,30,0
192.168.151.125,guest,199,0,30,1
192.168.64.250,admin,110,0,1,1
192.168.230.91,guest,1,0,30,0
192.168.241.177,test,68,0,5,1
192.168.169.197,guest,0,0,10,0
192.168.140.43,user,0,0,1,0
192.168.114.145,user,2,0,10,0
192.168.238.114,test,79,0,1,1
192.168.34.46,admin,52,0,5,1
192.168.223.40,guest,1,0,1,0
192.168.204.8,user,3,0,10,0
192.168.50.172,test,1,0,5,0
192.168.102.52,user,80,0,10,1
192.168.67.112,admin,0,0,30,0
192.168.204.1,user,197,0,30,1
192.168.229.160,guest,0,1,5,0
192.168.210.53,test,94,0,5,1
192.168.194.207,admin,3,0,1,0
192.168.75.209,user,0,0,10,0
192.168.60.46,test,199,0,5,1
192.168.11.119,user,2,1,30,0
192.168.93.156,admin,2,0,10,0
192.168.251.94,user,2,0,10,0
192.168.78.51,test,0,1,5,0
192.168.69.168,guest,68,0,30,1
192.168.138.118,user,3,1,1,0
192.168.68.218,guest,2,0,30,0
192.168.201.102,user,2,0,5,0
192.168.145.65,guest,179,0,30,1
192.168.157.29,test,23,0,5,1
192.168.195.225,user,0,1,5,0
192.168.94.40,guest,119,0,30,1
192.168.98.36,user,85,0,30,1
192.168.54.84,user,26,0,10,1
192.168.90.115,guest,49,0,30,1
192.168.252.3,user,3,1,30,0
192.168.41.106,admin,2,0,5,0
192.168.110.16,guest,0,1,10,0
192.168.86.190,guest,1,0,1,0
192.168.26.139,test,3,1,1,0
192.168.211.245,user,3,1,30,0
192.168.249.43,test,0,0,30,0
192.168.126.16,guest,2,0,10,0
192.168.11.211,admin,3,0,5,0
192.168.16.244,admin,155,0,30,1
192.168.47.194,admin,191,0,5,1
192.168.214.15,test,152,0,10,1
192.168.178.151,user,1,0,5,0
192.168.240.27,test,2,0,30,0
192.168.159.214,user,1,1,1,0
192.168.144.19,user,3,1,5,0
192.168.119.253,guest,2,1,1,0
192.168.61.196,user,3,0,1,0
192.168.6.213,guest,136,0,30,1
192.168.82.68,user,1,1,1,0
192.168.179.210,test,1,0,30,0
192.168.151.27,guest,2,0,1,0
192.168.235.229,admin,3,0,1,0
192.168.239.64,test,143,0,10,1
192.168.135.30,test,87,0,30,1
192.168.83.154,admin,2,1,5,0
192.168.100.219,user,3,0,30,0
192.168.89.88,user,2,1,30,0
192.168.254.123,guest,3,1,1,0
192.168.233.198,guest,26,0,30,1
192.168.231.117,user,1,1,1,0
192.168.21.218,guest,0,1,1,0
192.168.211.142,admin,2,0,30,0
192.168.192.129,guest,0,0,5,0
192.168.204.126,user,2,0,30,0
192.168.244.40,user,1,0,1,0
192.168.41.170,guest,3,0,5,0
192.168.136.91,admin,0,1,5,0
192.168.26.24,guest,73,0,30,1
192.168.177.180,user,0,0,10,0
192.168.58.240,admin,0,1,1,0
192.168.195.71,user,88,0,30,1
192.168.58.19,test,53,0,1,1
192.168.144.59,user,0,1,5,0
192.168.119.229,user,1,0,5,0
192.168.126.226,user,3,1,30,0
192.168.225.17,guest,37,0,1,1
192.168.156.154,test,1,0,1,0
192.168.57.4,guest,2,1,1,0
192.168.151.100,user,1,0,10,0
192.168.34.199,user,3,1,30,0
192.168.176.84,guest,1,1,10,0
192.168.218.96,user,2,1,10,0
192.168.25.129,test,2,1,30,0
192.168.186.186,admin,3,1,30,0
192.168.250.168,test,2,0,10,0
192.168.144.115,test,3,1,10,0
192.168.215.238,user,0,1,30,0
192.168.86.138,test,103,0,30,1
192.168.130.68,test,2,0,1,0
192.168.128.204,admin,1,1,10,0
192.168.169.4,admin,1,0,30,0
192.168.90.125,user,3,0,5,0
192.168.217.135,test,74,0,5,1
192.168.214.86,user,67,0,5,1
192.168.111.78,admin,2,0,30,0
192.168.15.133,guest,2,0,5,0
192.168.236.203,guest,154,0,1,1
192.168.49.91,user,0,0,30,0
192.168.225.50,admin,1,0,30,0
192.168.128.15,user,1,1,5,0
192.168.201.89,guest,32,0,30,1
192.168.74.104,test,2,1,1,0
192.168.63.57,test,150,0,30,1
192.168.212.191,user,1,0,10,0
192.168.178.36,guest,3,1,30,0
192.168.227.153,test,191,0,10,1
192.168.248.122,user,153,0,10,1
192.168.43.28,admin,84,0,5,1
192.168.216.63,guest,128,0,5,1
192.168.149.112,admin,155,0,30,1
192.168.254.216,admin,0,0,5,0
192.168.71.69,user,154,0,10,1
192.168.214.115,guest,170,0,10,1
192.168.7.54,guest,1,0,30,0
192.168.118.208,user,69,0,1,1
192.168.147.190,admin,142,0,10,1
192.168.193.190,test,57,0,5,1
192.168.121.92,user,2,1,10,0
192.168.97.97,user,1,1,1,0
192.168.58.16,admin,1,1,30,0
192.168.170.210,guest,3,1,10,0
192.168.239.234,admin,3,0,10,0
192.168.162.237,test,200,0,30,1
192.168.150.77,user,138,0,10,1
192.168.156.104,test,167,0,10,1
192.168.145.50,admin,1,0,30,0
192.168.142.79,user,0,0,30,0
192.168.207.234,guest,2,0,1,0
192.168.245.123,user,1,1,30,0
192.168.9.191,test,1,0,10,0
192.168.124.199,test,2,1,30,0
192.168.214.49,admin,0,1,5,0
192.168.157.143,guest,3,1,1,0
192.168.149.142,user,2,1,10,0
192.168.46.211,guest,149,0,10,1
192.168.234.126,admin,75,0,30,1
192.168.100.129,guest,2,0,10,0
192.168.171.76,guest,141,0,1,1
192.168.189.111,test,1,0,30,0
192.168.222.67,user,3,1,5,0
192.168.248.193,user,3,1,30,0
192.168.78.67,admin,3,1,1,0
192.168.198.150,user,1,1,5,0
192.168.229.78,guest,189,0,5,1
192.168.192.202,test,0,0,5,0
192.168.103.230,test,137,0,1,1
192.168.88.165,user,76,0,30,1
192.168.48.102,guest,187,0,30,1
192.168.99.98,admin,2,0,10,0
192.168.201.245,admin,0,0,1,0
192.168.200.22,user,2,1,1,0
192.168.171.191,user,1,0,1,0
192.168.0.9,test,105,0,10,1
192.168.150.231,admin,3,1,5,0
192.168.222.192,user,1,1,30,0
192.168.76.10,test,2,0,5,0
192.168.78.254,admin,0,1,5,0
192.168.181.2,admin,88,0,5,1
192.168.84.106,test,3,0,30,0
192.168.119.242,user,104,0,1,1
192.168.140.116,user,1,0,10,0
192.168.228.130,test,1,1,5,0
192.168.109.64,test,1,0,10,0
192.168.132.221,user,141,0,10,1
192.168.42.163,guest,2,1,1,0
192.168.104.199,user,0,0,10,0
192.168.212.230,admin,0,1,10,0
192.168.218.160,guest,35,0,10,1
192.168.74.201,admin,52,0,30,1
192.168.226.83,test,2,0,5,0
192.168.127.162,user,3,0,1,0
192.168.28.150,guest,54,0,1,1
192.168.122.181,guest,1,1,5,0
192.168.168.141,test,178,0,30,1
192.168.247.46,admin,3,0,5,0
192.168.149.183,admin,2,1,10,0
192.168.198.84,test,0,0,10,0
192.168.70.121,guest,3,0,30,0
192.168.227.180,user,2,0,30,0
192.168.5.7,admin,47,0,1,1
192.168.153.121,test,115,0,10,1
192.168.199.2,user,2,0,5,0
192.168.104.202,admin,3,1,30,0
192.168.11.152,user,138,0,30,1
192.168.124.234,admin,194,0,1,1
192.168.250.246,test,158,0,5,1
192.168.38.216,user,0,1,10,0
192.168.185.101,test,2,1,10,0
192.168.24.139,admin,20,0,1,1
192.168.4.167,guest,2,0,30,0
192.168.233.233,guest,0,1,30,0
192.168.99.209,user,1,1,10,0
192.168.0.229,guest,1,0,10,0
192.168.209.11,admin,178,0,5,1
192.168.254.10,test,44,0,30,1
192.168.102.115,user,1,1,5,0
192.168.70.165,guest,1,0,10,0
192.168.212.3,user,2,1,5,0
192.168.155.116,guest,123,0,30,1
192.168.130.131,user,0,0,30,0
192.168.71.145,test,1,0,5,0
192.168.169.190,guest,3,1,1,0
192.168.98.201,guest,0,1,30,0
192.168.214.6,admin,2,0,5,0
192.168.28.206,admin,1,1,1,0
192.168.49.181,test,185,0,1,1
192.168.119.243,user,184,0,10,1
192.168.231.109,user,3,0,30,0
192.168.29.172,test,2,0,30,0
192.168.136.105,test,47,0,30,1
192.168.67.199,user,0,0,30,0
192.168.134.211,user,145,0,30,1
192.168.44.208,guest,153,0,30,1
192.168.127.36,admin,2,1,10,0
192.168.111.241,guest,0,1,10,0
192.168.47.28,user,2,1,30,0
192.168.19.204,admin,1,0,1,0
192.168.195.69,admin,1,0,30,0
192.168.218.252,user,3,0,10,0
192.168.240.45,user,93,0,5,1
192.168.229.151,admin,3,1,5,0
192.168.106.223,guest,1,0,5,0
192.168.156.197,test,1,1,10,0
192.168.102.86,user,189,0,10,1
192.168.154.166,admin,1,1,1,0
192.168.217.109,user,3,0,5,0
192.168.199.132,test,3,1,5,0
192.168.122.93,guest,3,1,30,0
192.168.244.4,user,3,0,10,0
192.168.86.142,guest,0,0,5,0
192.168.17.164,test,3,0,10,0
192.168.66.104,admin,1,0,10,0
192.168.25.230,test,182,0,30,1
192.168.59.235,user,0,0,30,0
192.168.232.245,guest,0,1,30,0
192.168.225.187,guest,35,0,10,1
192.168.135.13,guest,1,1,5,0
192.168.31.214,guest,0,0,5,0
192.168.59.236,test,1,0,30,0
192.168.121.75,admin,2,0,1,0
192.168.149.166,test,0,0,1,0
192.168.248.218,user,3,1,5,0
192.168.147.73,user,64,0,30,1
192.168.126.133,admin,68,0,1,1
192.168.117.193,test,0,0,30,0
192.168.247.57,test,112,0,30,1
192.168.192.253,test,0,1,1,0
192.168.75.30,test,2,0,5,0
192.168.234.90,admin,3,1,1,0
192.168.219.178,guest,2,1,5,0
192.168.173.76,guest,3,1,1,0
192.168.235.172,guest,2,1,1,0
192.168.37.71,admin,1,0,10,0
192.168.163.136,user,1,1,30,0
192.168.60.140,user,143,0,5,1
192.168.132.216,admin,173,0,10,1
192.168.164.88,guest,2,1,5,0
192.168.16.196,guest,159,0,1,1
192.168.211.209,admin,0,1,10,0
192.168.220.223,test,2,0,5,0
192.168.107.179,test,1,1,30,0
192.168.162.234,user,2,0,10,0
192.168.55.116,guest,3,1,10,0
192.168.121.139,user,2,0,1,0
192.168.29.135,user,131,0,30,1
192.168.170.173,guest,170,0,10,1
192.168.10.132,test,2,0,1,0
192.168.222.113,test,53,0,10,1
192.168.97.175,test,173,0,1,1
192.168.5.26,user,136,0,10,1
192.168.9.13,user,2,1,1,0
192.168.28.249,test,1,1,5,0
192.168.2.122,test,117,0,5,1
192.168.223.10,user,1,1,1,0
192.168.96.235,test,0,0,30,0
192.168.209.110,test,0,1,5,0
192.168.210.46,user,0,0,30,0
192.168.114.77,admin,0,1,1,0
192.168.225.59,user,3,1,5,0
192.168.155.24,guest,71,0,5,1
192.168.243.39,admin,0,1,30,0
192.168.9.238,user,3,0,30,0
192.168.12.159,user,35,0,1,1
192.168.146.249,admin,3,1,30,0
192.168.119.143,admin,1,0,30,0
192.168.14.151,guest,3,1,30,0
192.168.156.60,admin,0,1,30,0
192.168.155.174,test,3,1,5,0
192.168.123.92,guest,142,0,5,1
192.168.42.38,admin,2,0,30,0
192.168.204.33,test,3,1,1,0
192.168.230.49,admin,0,0,5,0
192.168.50.36,test,39,0,5,1
192.168.73.200,guest,1,1,10,0
192.168.163.77,test,1,0,5,0
192.168.148.64,test,164,0,30,1
192.168.68.16,user,0,0,5,0
192.168.164.12,test,145,0,30,1
192.168.112.80,guest,64,0,10,1
192.168.67.10,admin,62,0,5,1
192.168.183.220,admin,1,0,1,0
192.168.173.237,guest,101,0,1,1
192.168.231.84,user,145,0,10,1
192.168.155.171,guest,119,0,1,1
192.168.197.10,test,135,0,30,1
192.168.130.47,admin,2,0,10,0
192.168.230.56,admin,0,1,10,0
192.168.120.127,user,2,1,5,0
192.168.1.181,test,3,1,5,0
192.168.176.227,test,3,1,5,0
192.168.134.1,user,30,0,5,1
192.168.198.48,guest,2,0,1,0
192.168.115.77,test,3,0,10,0
192.168.116.19,test,2,1,5,0
192.168.238.121,admin,30,0,30,1
192.168.131.117,user,1,1,10,0
192.168.179.86,guest,60,0,5,1
192.168.32.165,user,173,0,30,1
192.168.229.40,user,82,0,30,1
192.168.241.250,test,3,1,30,0
192.168.183.37,guest,2,0,10,0
192.168.37.83,user,3,1,1,0
192.168.80.146,test,0,1,1,0
192.168.255.200,guest,0,1,5,0
192.168.172.29,user,199,0,5,1
192.168.195.69,admin,3,1,10,0
192.168.136.8,test,1,1,5,0
192.168.54.39,user,3,0,30,0
192.168.46.95,user,2,1,5,0
192.168.147.186,admin,82,0,10,1
192.168.10.156,guest,2,0,30,0
192.168.94.134,test,141,0,1,1
192.168.226.228,test,1,1,30,0
192.168.80.104,guest,1,0,5,0
192.168.91.237,user,0,1,10,0
192.168.190.2,test,1,1,10,0
192.168.43.34,test,3,1,1,0
192.168.204.80,test,2,1,5,0
192.168.34.199,test,3,1,5,0
192.168.47.132,test,2,1,30,0
192.168.167.81,test,2,0,10,0
192.168.71.184,test,2,0,1,0
192.168.0.21,guest,26,0,30,1
192.168.8.198,user,2,1,5,0
192.168.2.234,test,33,0,30,1
192.168.91.25,user,1,1,1,0
192.168.146.43,admin,44,0,1,1
192.168.190.76,admin,91,0,5,1
192.168.113.249,user,86,0,10,1
192.168.221.169,admin,3,0,10,0
192.168.97.18,guest,87,0,30,1
192.168.14.160,admin,0,0,5,0
192.168.176.222,admin,0,1,5,0
192.168.64.61,test,0,0,30,0
192.168.69.105,guest,0,1,10,0
192.168.118.132,guest,51,0,5,1
192.168.227.164,guest,1,1,10,0
192.168.173.161,test,0,1,1,0
192.168.144.167,test,46,0,10,1
192.168.145.178,guest,3,0,30,0
192.168.22.103,user,3,0,10,0
192.168.33.56,user,3,1,5,0
192.168.248.215,test,101,0,5,1
192.168.0.237,user,1,1,1,0
192.168.89.9,guest,0,0,1,0
192.168.152.203,guest,60,0,1,1
192.168.182.194,user,56,0,10,1
192.168.231.238,test,0,0,10,0
192.168.244.57,test,0,1,30,0
192.168.153.65,user,1,1,10,0
192.168.117.242,user,0,0,30,0
192.168.150.61,user,151,0,5,1
192.168.163.106,guest,134,0,30,1
192.168.153.107,guest,3,0,5,0
192.168.66.196,guest,0,1,10,0
192.168.34.100,test,87,0,5,1
192.168.61.58,guest,136,0,10,1
192.168.172.30,guest,0,1,5,0
192.168.63.8,admin,1,1,30,0
192.168.21.210,test,186,0,10,1
192.168.49.206,test,1,1,30,0
192.168.75.23,guest,1,0,10,0
192.168.27.63,test,2,0,5,0
192.168.113.30,user,2,0,5,0
192.168.205.161,user,96,0,30,1
192.168.71.234,guest,3,1,5,0
192.168.246.40,test,2,1,5,0
192.168.59.4,guest,1,1,1,0
192.168.86.189,user,0,1,1,0
192.168.139.108,guest,0,0,30,0
192.168.252.113,test,88,0,10,1
192.168.242.81,guest,1,0,30,0
192.168.130.120,test,2,1,10,0
192.168.22.152,user,3,1,30,0
192.168.104.213,guest,2,0,30,0
192.168.90.221,user,3,1,10,0
192.168.255.206,user,3,1,10,0
192.168.166.120,user,3,1,5,0
192.168.121.121,test,127,0,5,1
192.168.176.57,guest,2,1,30,0
192.168.54.45,test,149,0,5,1
192.168.115.82,test,2,1,1,0
192.168.179.130,admin,0,0,5,0
192.168.126.230,user,106,0,5,1
192.168.201.221,admin,158,0,10,1
192.168.108.54,guest,1,1,5,0
192.168.95.31,guest,108,0,10,1
192.168.16.251,test,0,1,10,0
192.168.204.54,user,3,1,10,0
192.168.57.127,admin,1,0,10,0
192.168.213.42,test,1,0,5,0
192.168.239.34,user,3,1,30,0
192.168.110.173,test,70,0,30,1
192.168.242.28,admin,0,0,30,0
192.168.159.233,test,3,0,30,0
192.168.71.5,guest,105,0,30,1
192.168.127.248,admin,1,0,5,0
192.168.205.141,user,0,0,5,0
192.168.126.142,admin,184,0,10,1
192.168.246.88,admin,0,1,1,0
192.168.150.14,user,0,0,1,0
192.168.132.222,guest,2,0,1,0
192.168.166.215,guest,3,1,5,0
192.168.17.58,guest,1,1,10,0
192.168.47.165,test,0,1,5,0
192.168.51.51,user,1,1,5,0
192.168.117.12,user,112,0,10,1
192.168.134.229,guest,0,0,30,0
192.168.98.194,user,0,1,1,0
192.168.72.78,test,91,0,10,1
192.168.9.81,test,26,0,30,1
192.168.242.232,admin,0,0,30,0
192.168.255.109,admin,166,0,30,1
192.168.223.55,guest,1,0,10,0
